"REF_DATE","GEO","DGUID","Demographic characteristics","Sex","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Canada","2021A000011124","Métis","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529661104","1.14.1.2.3","46000","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661105","1.14.1.2.4","47300","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529661106","1.14.1.2.5","32800","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661107","1.14.1.2.6","34200","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529661108","1.14.1.3.1","304","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529661109","1.14.1.3.2","97.2","A","","","1"
"2012","Canada","2021A000011124","Métis","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661110","1.14.1.3.3","39400","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661111","1.14.1.3.4","40500","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661112","1.14.1.3.5","30400","C","","","0"
"2012","Canada","2021A000011124","Métis","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661113","1.14.1.3.6","32100","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","Market income","Number of persons","Number","223","thousands","3","v1529661114","1.14.2.1.1","149","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","Market income","Percentage with income","Percent","239","units","0","v1529661115","1.14.2.1.2","83.9","B","","","1"
"2012","Canada","2021A000011124","Métis","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529661116","1.14.2.1.3","52300","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661117","1.14.2.1.4","62300","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529661118","1.14.2.1.5","36400","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661119","1.14.2.1.6","46900","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","Total income","Number of persons","Number","223","thousands","3","v1529661120","1.14.2.2.1","149","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","Total income","Percentage with income","Percent","239","units","0","v1529661121","1.14.2.2.2","98.5","A","","","1"
"2012","Canada","2021A000011124","Métis","Males","Total income","Average income","2023 constant dollars","449","units","0","v1529661122","1.14.2.2.3","57800","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661123","1.14.2.2.4","58600","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","Total income","Median income","2023 constant dollars","449","units","0","v1529661124","1.14.2.2.5","41900","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661125","1.14.2.2.6","42300","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","After-tax income","Number of persons","Number","223","thousands","3","v1529661126","1.14.2.3.1","149","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","After-tax income","Percentage with income","Percent","239","units","0","v1529661127","1.14.2.3.2","98.5","A","","","1"
"2012","Canada","2021A000011124","Métis","Males","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661128","1.14.2.3.3","47800","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661129","1.14.2.3.4","48500","C","","","0"
"2012","Canada","2021A000011124","Métis","Males","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661130","1.14.2.3.5","38800","D","","","0"
"2012","Canada","2021A000011124","Métis","Males","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661131","1.14.2.3.6","39200","D","","","0"
"2012","Canada","2021A000011124","Métis","Females","Market income","Number of persons","Number","223","thousands","3","v1529661132","1.14.3.1.1","154","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Market income","Percentage with income","Percent","239","units","0","v1529661133","1.14.3.1.2","75.6","C","","","1"
"2012","Canada","2021A000011124","Métis","Females","Market income","Average income","2023 constant dollars","449","units","0","v1529661134","1.14.3.1.3","26000","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661135","1.14.3.1.4","34400","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Market income","Median income","2023 constant dollars","449","units","0","v1529661136","1.14.3.1.5","12500","E","","","0"
"2012","Canada","2021A000011124","Métis","Females","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661137","1.14.3.1.6","23300","D","","","0"
"2012","Canada","2021A000011124","Métis","Females","Total income","Number of persons","Number","223","thousands","3","v1529661138","1.14.3.2.1","154","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Total income","Percentage with income","Percent","239","units","0","v1529661139","1.14.3.2.2","96.0","A","","","1"
"2012","Canada","2021A000011124","Métis","Females","Total income","Average income","2023 constant dollars","449","units","0","v1529661140","1.14.3.2.3","34600","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661141","1.14.3.2.4","36000","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Total income","Median income","2023 constant dollars","449","units","0","v1529661142","1.14.3.2.5","24400","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661143","1.14.3.2.6","25400","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","After-tax income","Number of persons","Number","223","thousands","3","v1529661144","1.14.3.3.1","154","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","After-tax income","Percentage with income","Percent","239","units","0","v1529661145","1.14.3.3.2","96.0","A","","","1"
"2012","Canada","2021A000011124","Métis","Females","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661146","1.14.3.3.3","31100","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661147","1.14.3.3.4","32400","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661148","1.14.3.3.5","24200","C","","","0"
"2012","Canada","2021A000011124","Métis","Females","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661149","1.14.3.3.6","25100","C","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Number of persons","Number","223","thousands","3","v1529661150","1.15.1.1.1","27322","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Percentage with income","Percent","239","units","0","v1529661151","1.15.1.1.2","87.7","A","","","1"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Average income","2023 constant dollars","449","units","0","v1529661152","1.15.1.1.3","45900","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661153","1.15.1.1.4","52400","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Median income","2023 constant dollars","449","units","0","v1529661154","1.15.1.1.5","30200","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Market income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661155","1.15.1.1.6","38000","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Number of persons","Number","223","thousands","3","v1529661156","1.15.1.2.1","27322","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Percentage with income","Percent","239","units","0","v1529661157","1.15.1.2.2","97.4","A","","","1"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Average income","2023 constant dollars","449","units","0","v1529661158","1.15.1.2.3","52300","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661159","1.15.1.2.4","53700","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Median income","2023 constant dollars","449","units","0","v1529661160","1.15.1.2.5","38700","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","Total income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661161","1.15.1.2.6","40100","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Number of persons","Number","223","thousands","3","v1529661162","1.15.1.3.1","27322","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Percentage with income","Percent","239","units","0","v1529661163","1.15.1.3.2","97.7","A","","","1"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Average income","2023 constant dollars","449","units","0","v1529661164","1.15.1.3.3","44000","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661165","1.15.1.3.4","45100","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Median income","2023 constant dollars","449","units","0","v1529661166","1.15.1.3.5","35600","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Both sexes","After-tax income","Median income (excluding zeros)","2023 constant dollars","449","units","0","v1529661167","1.15.1.3.6","36500","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Number of persons","Number","223","thousands","3","v1529661168","1.15.2.1.1","13429","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Percentage with income","Percent","239","units","0","v1529661169","1.15.2.1.2","90.4","A","","","1"
"2012","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Average income","2023 constant dollars","449","units","0","v1529661170","1.15.2.1.3","57300","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Average income (excluding zeros)","2023 constant dollars","449","units","0","v1529661171","1.15.2.1.4","63400","A","","","0"
"2012","Canada","2021A000011124","Non-Indigenous population","Males","Market income","Median income","2023 constant dollars","449","units","0","v1529661172","1.15.2.1.5","41800","A","","","0"
